no,date,red1,red2,red3,red4,red5,red6,blue1,count,count_length
20079,20200820,5,12,20,21,22,29,14,19902112,8
20080,20200823,14,15,18,22,31,33,1,13467945,8
20081,20200825,1,5,13,14,27,33,15,38758702,8
20082,20200827,2,8,11,17,21,30,9,3282983,7
20083,20200830,1,19,25,26,30,31,12,482495,6
20084,20200901,3,7,16,17,23,30,7,423668,6
20085,20200903,1,2,5,9,19,24,16,28939429,8
20086,20200906,2,4,6,15,24,27,6,13750975,8
20087,20200908,11,15,20,23,25,33,10,5143484,7
20088,20200910,1,6,12,26,29,30,12,36176734,8
20089,20200913,2,14,16,21,29,30,10,1277607,7
20090,20200915,2,21,23,26,31,32,6,46367707,8
20091,20200917,1,9,11,12,16,19,16,11073010,8
20092,20200920,1,6,12,18,22,24,3,7869002,7
20093,20200922,4,5,10,13,15,19,15,11032329,8
20094,20200924,10,15,17,27,29,31,8,971077,6
20095,20200927,3,9,16,17,20,26,2,28931634,8
20096,20200929,1,20,23,26,27,32,15,30953811,8
20097,20201006,2,8,21,25,26,30,10,44072,5
20098,20201008,6,8,11,22,25,33,2,13740859,8
20099,20201011,5,6,11,12,15,30,12,25628812,8
20100,20201013,1,7,15,16,20,23,7,45925562,8
20101,20201015,10,17,24,25,28,30,15,42052711,8
20102,20201018,9,10,19,25,26,29,8,55800247,8
20103,20201020,4,9,10,22,28,32,8,38678307,8
20104,20201022,4,8,10,16,27,29,9,19129837,8
20105,20201025,6,14,19,20,22,24,1,25934245,8
20106,20201027,2,4,11,15,18,28,10,196942,6
20107,20201029,3,9,11,24,25,28,16,6247973,7
20108,20201101,10,12,15,17,23,32,5,1638252,7
20109,20201103,6,13,16,20,23,32,13,17166929,8
20110,20201105,2,6,9,14,22,25,4,8187293,7
20111,20201108,6,9,17,22,24,26,16,3434078,7
20112,20201110,2,9,12,17,28,32,5,4389880,7
20113,20201112,1,3,7,10,22,32,11,12288430,8
20114,20201115,1,5,11,24,30,32,3,22930483,8
20115,20201117,1,4,12,20,25,32,2,8745633,7
20116,20201119,5,6,14,16,19,27,10,52860184,8
20117,20201122,7,8,9,10,16,27,7,31441319,8
20118,20201124,11,13,19,26,30,33,5,32190136,8
20119,20201126,1,9,22,28,32,33,15,807572,6
20120,20201129,1,2,3,4,9,10,12,13812963,8
20121,20201201,2,4,6,21,25,29,3,5684606,7
20122,20201203,12,15,17,24,26,31,15,28967653,8
20123,20201206,1,3,18,19,26,29,3,4248775,7
20124,20201208,16,18,19,20,29,33,12,29561582,8
20125,20201210,5,12,16,26,30,31,13,2326822,7
20126,20201213,3,7,12,14,23,28,11,7270663,7
20127,20201215,1,4,18,19,26,31,7,8183659,7
20128,20201217,8,10,15,16,23,26,10,4730117,7
20129,20201220,1,2,5,15,28,33,4,13386501,8
20130,20201222,8,9,11,14,17,29,16,3881040,7
20131,20201224,8,19,22,26,27,30,7,9800438,7
20132,20201227,1,4,11,12,14,23,4,75864291,8
20133,20201229,3,19,22,23,27,29,7,16894304,8
20134,20201231,2,9,10,20,22,26,1,28305148,8
21001,20210103,2,3,13,18,20,31,11,3843609,7
21002,20210105,6,10,13,25,26,32,11,1966639,7
21003,20210107,6,9,16,18,22,29,11,33938418,8
21004,20210110,2,3,7,8,17,22,15,5224369,7
21005,20210112,7,9,14,26,30,31,4,14134081,8
21006,20210114,6,8,22,24,25,26,1,4087769,7
21007,20210117,2,4,12,21,25,32,16,489182,6
21008,20210119,1,5,7,14,18,33,7,18294783,8
21009,20210121,2,4,7,24,25,32,13,874719,6
21010,20210124,1,4,11,19,32,33,5,28123646,8
21011,20210126,5,10,16,23,27,33,14,5125491,7
21012,20210128,3,6,14,18,20,26,1,25157178,8
21013,20210131,6,9,12,16,27,31,6,10116902,8
21014,20210202,4,15,21,25,29,33,6,10079840,8
21015,20210204,6,14,16,26,28,29,7,14639561,8
21016,20210207,3,8,9,13,15,18,10,4107881,7
21017,20210221,9,15,18,29,32,33,2,14257619,8
21018,20210223,2,8,14,23,25,32,6,38293896,8
21019,20210225,12,16,17,24,28,29,8,16965870,8
21020,20210228,1,3,6,7,9,11,2,15436072,8
21021,20210302,4,8,17,24,28,33,13,26441907,8
21022,20210304,10,15,17,25,31,32,6,731418,6
21023,20210307,2,21,22,23,27,28,11,4458700,7
21024,20210309,1,4,6,10,11,18,2,554277,6
21025,20210311,6,8,14,17,18,30,11,17621226,8
21026,20210314,3,5,13,19,20,25,3,4906222,7
21027,20210316,5,7,9,16,20,26,8,30933322,8
21028,20210318,11,16,23,26,27,33,5,15453527,8
21029,20210321,8,10,15,17,22,30,12,31329718,8
21030,20210323,8,9,13,27,29,31,5,11251778,8
21031,20210325,6,11,21,25,28,31,7,6117972,7
21032,20210328,1,5,8,15,16,30,3,6820565,7
21033,20210330,2,12,13,14,31,33,6,4451881,7
21034,20210401,4,10,12,18,23,25,1,11674625,8
21035,20210404,12,14,18,20,26,28,11,7250777,7
21036,20210406,1,2,6,11,21,26,11,1928545,7
21037,20210408,13,17,19,24,26,30,12,9402198,7
21038,20210411,5,7,9,16,18,27,6,60025592,8
21039,20210413,2,8,21,24,29,31,13,67816055,8
21040,20210415,2,6,7,24,28,29,16,10297937,8
21041,20210418,2,9,18,23,26,32,14,12913975,8
21042,20210420,5,9,10,22,25,27,8,44727064,8
21043,20210422,2,3,17,18,23,24,1,23476679,8
21044,20210425,5,7,14,17,26,28,13,100695,6
21045,20210427,1,4,14,15,17,32,2,16060044,8
21046,20210429,5,9,13,21,28,33,6,8646591,7
21047,20210502,3,7,13,16,24,29,1,18407497,8
21048,20210504,4,15,17,22,29,32,3,22195540,8
21049,20210506,4,11,13,22,25,32,1,14855798,8
21050,20210509,2,9,10,16,25,28,8,19926144,8
21051,20210511,8,9,10,19,27,29,15,11115641,8
21052,20210513,3,4,6,19,21,30,14,3380663,7
21053,20210516,7,10,14,16,24,33,16,16127471,8
21054,20210518,7,13,21,22,24,31,2,471500,6
21055,20210520,3,11,12,16,22,28,10,2305185,7
21056,20210523,8,21,22,23,29,32,1,33721240,8
21057,20210525,5,6,9,17,25,33,16,3801579,7
21058,20210527,9,11,13,18,19,28,14,61987917,8
21059,20210530,1,9,11,18,32,33,14,10806108,8
21060,20210601,10,11,17,20,29,30,15,107196863,9
21061,20210603,4,9,12,18,20,23,1,23696,5
21062,20210606,12,13,15,20,22,25,10,40613885,8
21063,20210608,4,5,6,9,23,24,9,15582368,8
21064,20210610,4,6,8,15,16,18,16,16947763,8
21065,20210613,1,4,8,19,29,33,16,32471639,8
21066,20210615,2,6,19,26,30,33,15,759586,6
21067,20210617,1,11,19,23,25,29,9,26383990,8
21068,20210620,4,14,18,24,31,32,15,2459885,7
21069,20210622,6,11,18,20,23,26,5,31796757,8
21070,20210624,1,5,11,15,16,29,15,7043423,7
21071,20210627,1,7,24,31,32,33,8,6060041,7
21072,20210629,1,9,15,16,19,21,15,1929455,7
21073,20210701,1,6,18,22,24,25,8,75449682,8
21074,20210704,4,5,9,14,25,27,7,1192715,7
21075,20210706,12,15,16,21,22,29,1,36432791,8
21076,20210708,3,9,21,23,30,32,6,5294224,7
21077,20210711,8,15,17,25,27,30,10,9618202,7
21078,20210713,4,6,15,26,27,31,12,1610743,7
21079,20210715,1,3,10,24,28,29,13,23967625,8
21080,20210718,5,8,22,23,24,29,9,38432619,8
21081,20210720,1,3,5,18,22,23,1,29835717,8
21082,20210722,3,6,11,13,26,32,5,29016154,8
21083,20210725,4,9,11,25,28,33,4,23506068,8
21084,20210727,5,7,9,11,21,28,1,11030768,8
21085,20210729,5,6,7,11,14,20,2,11107496,8
21086,20210801,6,8,10,14,28,29,1,26767694,8
21087,20210803,2,13,16,19,23,24,4,819059,6
21088,20210805,4,12,15,16,19,26,6,30275357,8
21089,20210808,1,2,7,13,23,24,12,14454920,8
21090,20210810,5,6,12,14,27,28,8,9435664,7
21091,20210812,4,6,16,24,26,33,16,877248,6
21092,20210815,2,7,8,10,12,31,3,11216595,8
21093,20210817,5,11,15,23,28,33,3,4126778,7
21094,20210819,9,11,24,25,28,33,15,701474,6
21095,20210822,8,12,17,24,27,28,13,2899998,7
21096,20210824,1,7,11,14,15,26,11,23511182,8
21097,20210826,3,11,12,13,25,28,12,19371758,8
21098,20210829,1,10,13,18,26,32,5,31347925,8
21099,20210831,9,11,17,18,20,27,15,14454670,8
21100,20210902,7,9,12,13,14,29,16,5492422,7
21101,20210905,2,4,12,22,29,31,1,13877012,8
21102,20210907,5,9,15,24,27,30,9,36036212,8
21103,20210909,10,13,15,25,29,30,15,5811673,7
21104,20210912,1,7,17,20,22,28,15,29414190,8
21105,20210914,10,14,15,22,27,32,9,12800026,8
21106,20210916,1,4,7,14,30,31,3,15126724,8
21107,20210919,2,3,17,19,25,30,1,36328181,8
21108,20210921,11,15,18,24,26,32,9,29061871,8
21109,20210923,2,3,10,17,20,26,16,53804766,8
21110,20210926,10,13,15,24,31,32,2,15513700,8
21111,20210928,17,20,22,23,26,28,6,73242738,8
21112,20210930,5,6,21,25,28,33,7,7417050,7
21113,20211005,4,7,10,22,27,30,2,11035070,8
21114,20211007,4,6,8,14,24,27,2,22030381,8
21115,20211010,2,10,12,15,24,27,8,29692627,8
21116,20211012,6,14,17,18,31,33,6,2380699,7
21117,20211014,3,5,17,21,27,33,4,23158712,8
21118,20211017,2,6,14,18,20,31,13,7188033,7
21119,20211019,3,9,10,11,28,29,13,3711077,7
21120,20211021,1,7,8,12,13,18,5,6160750,7
21121,20211024,4,5,12,16,22,30,15,14501439,8
21122,20211026,4,5,12,15,18,28,7,5502304,7
21123,20211028,6,14,15,19,29,31,5,7933890,7
21124,20211031,1,3,18,22,29,32,2,8951946,7
21125,20211102,14,19,20,23,24,31,9,2779096,7
21126,20211104,19,20,23,27,28,31,1,19209259,8
21127,20211107,7,15,16,20,27,29,7,12419838,8
21128,20211109,5,17,20,21,23,33,4,25813448,8
21129,20211111,4,15,21,27,28,29,10,2361299,7
21130,20211114,8,9,15,24,26,30,6,60593255,8
21131,20211116,8,11,18,19,20,24,1,31090117,8
21132,20211118,1,4,6,14,20,28,8,17613234,8
21133,20211121,1,3,12,19,27,31,10,11685674,8
21134,20211123,1,2,16,19,25,31,8,3530684,7
21135,20211125,3,10,17,19,21,31,4,1541903,7
21136,20211128,2,6,9,15,19,28,16,69990389,8
21137,20211130,3,7,10,14,21,24,1,31631345,8
21138,20211202,11,14,15,16,27,32,9,6491505,7
21139,20211205,12,14,19,23,24,27,1,1527294,7
21140,20211207,5,10,16,26,27,33,1,18125240,8
21141,20211209,1,14,19,23,26,30,10,82388188,8
21142,20211212,4,7,17,19,20,24,16,2679092,7
21143,20211214,1,9,11,13,20,29,9,24501749,8
21144,20211216,2,5,13,15,23,26,7,15351325,8
21145,20211219,4,7,10,14,16,26,9,23513453,8
21146,20211221,7,9,21,22,26,32,3,11506580,8
21147,20211223,5,10,11,13,27,28,9,4959417,7
21148,20211226,10,12,15,17,19,20,8,17676830,8
21149,20211228,5,10,15,18,19,32,5,25299532,8
21150,20211230,9,14,20,21,24,26,4,5506985,7
22001,20220102,6,13,15,17,20,21,3,45246877,8
22002,20220104,2,12,21,23,25,31,8,8688628,7
22003,20220106,2,5,16,17,18,30,6,3274619,7
22004,20220109,5,19,24,28,30,32,14,9223171,7
22005,20220111,7,10,12,16,19,31,16,24612518,8
22006,20220113,3,6,9,15,22,31,2,7455826,7
22007,20220116,1,20,22,23,25,28,16,24117144,8
22008,20220118,2,3,7,9,20,21,13,46961397,8
22009,20220120,4,15,17,19,25,28,16,13573893,8
22010,20220123,12,18,19,20,21,32,15,16581855,8
22011,20220125,6,15,23,24,25,33,15,28874288,8
22012,20220127,4,7,8,29,30,31,1,20167563,8
22013,20220208,2,3,4,7,10,18,15,19959028,8
22014,20220210,6,7,13,14,15,27,4,31084875,8
22015,20220213,6,14,16,27,28,31,7,20930362,8
22016,20220215,5,10,19,20,29,31,14,13814151,8
22017,20220217,6,9,24,29,30,32,7,24206731,8
22018,20220220,7,11,16,17,30,32,16,38853062,8
22019,20220222,5,6,14,20,21,25,8,6758505,7
22020,20220224,9,11,14,22,30,32,1,4506684,7
22021,20220227,3,7,22,24,26,31,14,20383840,8
22022,20220301,1,7,11,15,17,19,6,43825767,8
22023,20220303,7,12,17,19,24,25,2,53975509,8
22024,20220306,7,9,10,14,19,24,15,15272668,8
22025,20220308,6,19,24,25,28,32,4,120829,6
22026,20220310,3,4,10,15,22,24,2,1862023,7
22027,20220313,14,15,18,19,26,32,9,3100786,7
22028,20220315,5,11,20,22,23,29,9,17225763,8
22029,20220317,3,8,10,13,26,32,8,27441191,8
22030,20220320,12,23,24,26,27,30,5,306743,6
22031,20220322,1,10,11,22,26,32,7,21036476,8
22032,20220324,4,10,11,14,23,32,7,22400589,8
22033,20220327,5,12,19,22,25,26,5,1086602,7
22034,20220329,14,17,26,31,32,33,10,15429296,8
22035,20220331,8,12,13,19,23,25,15,13081852,8
22036,20220403,2,3,14,16,26,31,2,17166585,8
22037,20220405,1,10,13,20,22,32,14,2303778,7
22038,20220407,9,12,13,16,24,32,4,882713,6
22039,20220410,2,6,7,10,15,20,5,11570947,8
22040,20220412,3,12,14,16,31,33,12,6442244,7
22041,20220414,5,7,21,22,24,29,14,27181729,8
22042,20220417,5,10,11,21,22,30,13,15609034,8
22043,20220419,2,17,20,23,25,27,8,23507482,8
22044,20220421,1,7,8,21,23,29,6,3238865,7
22045,20220424,3,12,17,18,19,28,4,1517612,7
22046,20220426,2,11,24,25,27,30,14,20135674,8
22047,20220428,3,7,8,14,27,30,9,17323503,8
22048,20220501,5,7,17,20,26,31,14,6992592,7
22049,20220503,2,4,7,18,25,26,10,30091984,8
22050,20220505,3,5,8,14,27,33,8,12515304,8
22051,20220508,2,5,11,17,21,33,1,7384327,7
22052,20220510,7,24,27,29,31,32,15,126229,6
22053,20220512,10,14,18,23,27,33,15,49928189,8
22054,20220515,8,12,21,27,28,33,11,9737301,7
22055,20220517,2,4,9,26,28,33,3,5503499,7
22056,20220519,1,6,11,14,17,26,15,4394946,7
22057,20220522,12,15,20,26,30,33,16,26989027,8
22058,20220524,6,13,14,23,31,33,1,17167041,8
22059,20220526,6,9,18,19,29,33,6,1035838,7
22060,20220529,16,18,19,24,28,32,1,24995123,8
22061,20220531,1,3,16,18,29,33,6,11589765,8
22062,20220602,16,18,20,21,23,33,5,20883965,8
22063,20220605,6,8,9,17,22,31,11,6194120,7
22064,20220607,4,6,12,13,17,31,16,11584712,8
22065,20220609,9,14,18,23,28,31,2,354363,6
22066,20220612,6,11,14,20,27,30,9,19402080,8
22067,20220614,1,5,13,21,26,29,15,17691908,8
22068,20220616,7,12,15,24,26,29,6,20913137,8
22069,20220619,6,7,13,19,26,29,8,4350604,7
22070,20220621,4,6,9,27,28,33,2,66924688,8
22071,20220623,4,7,15,18,29,33,1,6900514,7
22072,20220626,5,14,15,16,18,32,12,9205622,7
22073,20220628,6,10,14,15,26,29,12,9612239,7
22074,20220630,5,7,15,19,29,33,15,17600039,8
22075,20220703,1,2,4,25,26,30,10,3428601,7
22076,20220705,8,9,10,13,24,29,2,13345273,8
22077,20220707,3,17,18,19,20,27,16,4550629,7
22078,20220710,1,4,5,15,17,31,9,2389107,7
22079,20220712,1,9,15,17,22,23,16,15117450,8
22080,20220714,5,12,15,17,18,27,4,414655,6
22081,20220717,4,8,11,21,27,30,1,18018034,8
22082,20220719,4,10,11,23,30,32,14,27964759,8
22083,20220721,8,12,13,14,19,20,5,8747782,7
22084,20220724,3,18,23,24,25,32,9,18920425,8
22085,20220726,7,9,14,31,32,33,13,90753813,8
22086,20220728,1,4,8,21,23,24,11,26230860,8
22087,20220731,5,6,9,13,23,25,8,9722875,7
22088,20220802,3,9,15,17,20,22,6,32999644,8
22089,20220804,2,7,15,29,31,33,15,5191902,7
22090,20220807,1,4,25,27,29,30,7,10778437,8
22091,20220809,8,18,20,22,24,28,10,19502041,8
22092,20220811,7,10,16,20,21,27,11,32657364,8
22093,20220814,21,22,24,28,29,32,14,47132735,8
22094,20220816,6,11,13,16,19,31,2,4822342,7
22095,20220818,4,13,14,18,20,28,8,19962672,8
22096,20220821,3,16,17,19,25,33,7,42794076,8
22097,20220823,4,5,10,13,30,31,14,14911390,8
22098,20220825,2,3,4,6,21,33,5,69288813,8
22099,20220828,1,11,23,24,26,32,15,23740377,8
22100,20220830,2,6,7,15,20,21,15,479794,6
22101,20220901,4,16,18,19,27,28,4,4883158,7
22102,20220904,9,10,12,18,29,32,14,54792390,8
22103,20220906,6,9,12,14,20,28,10,14256186,8
22104,20220908,1,8,19,25,26,31,1,21501727,8
22105,20220911,6,12,13,15,21,23,15,11902721,8
22106,20220913,17,20,22,23,24,31,1,19001744,8
22107,20220915,3,9,11,15,19,28,16,18814436,8
22108,20220918,1,7,13,17,18,31,15,52039423,8
22109,20220920,4,11,13,19,22,33,11,25899231,8
22110,20220922,9,13,15,18,20,28,15,8849004,7
22111,20220925,2,10,11,13,28,31,1,14170826,8
22112,20220927,3,5,8,17,25,31,1,459772,6
22113,20220929,13,14,20,24,27,29,2,1958588,7
22114,20221006,1,5,15,19,26,29,13,7438108,7
22115,20221009,6,7,18,20,27,29,9,20641347,8
22116,20221011,8,14,26,27,30,33,1,8930466,7
22117,20221013,4,13,17,18,28,29,6,1256975,7
22118,20221016,2,6,7,11,14,33,8,129017515,9
22119,20221018,2,5,15,18,26,27,4,17709858,8
22120,20221020,2,15,19,26,27,29,2,52755891,8
22121,20221023,12,17,22,27,30,31,2,70114690,8
22122,20221025,6,8,17,19,24,28,5,23457908,8
22123,20221027,10,13,16,20,21,25,5,20707234,8
22124,20221030,5,10,13,18,24,26,1,24104457,8
22125,20221101,2,3,7,12,20,31,16,30686171,8
22126,20221103,1,13,15,17,26,33,13,37809827,8
22127,20221106,3,4,9,10,29,33,13,42659787,8
22128,20221108,3,12,18,24,27,29,1,28515066,8
22129,20221110,10,12,14,22,24,27,7,1183372,7
22130,20221113,2,8,15,17,26,28,12,45593232,8
22131,20221115,3,5,10,13,19,29,6,25287561,8
22132,20221117,1,3,18,26,32,33,4,16450455,8
22133,20221120,5,8,16,17,21,25,12,2266250,7
22134,20221122,1,5,14,17,24,31,14,29017099,8
22135,20221124,9,11,13,24,28,32,6,29832684,8
22136,20221127,8,10,14,15,18,22,8,7339858,7
22137,20221129,8,21,23,27,28,33,1,39012422,8
22138,20221201,2,14,19,21,25,28,11,1096346,7
22139,20221204,6,7,9,16,17,19,14,4481785,7
22140,20221206,8,9,18,19,20,27,15,7379540,7
22141,20221208,5,12,13,17,20,27,14,4990908,7
22142,20221211,1,3,13,16,21,27,3,27845020,8
22143,20221213,7,8,13,29,30,33,3,3657086,7
22144,20221215,7,20,22,23,31,32,5,25572437,8
22145,20221218,3,21,25,30,31,33,11,23242576,8
22146,20221220,6,7,13,18,26,31,6,107443302,9
22147,20221222,2,3,7,13,20,30,10,16968992,8
22148,20221225,2,15,16,17,21,31,14,8767688,7
22149,20221227,2,22,26,29,32,33,14,5064389,7
22150,20221229,1,7,11,12,22,28,5,41270961,8
23001,20230101,9,16,18,22,28,32,2,11903617,8
23002,20230103,2,6,10,16,18,22,13,25921958,8
23003,20230105,5,8,18,25,30,32,6,22683620,8
23004,20230108,1,7,15,16,20,25,16,39855875,8
23005,20230110,2,6,8,13,14,19,16,42091175,8
23006,20230112,2,10,12,14,24,26,5,36363475,8
23007,20230115,5,6,9,22,25,31,3,8196530,7
23008,20230117,5,13,18,20,26,28,6,13160527,8
23009,20230129,3,4,19,23,30,32,6,6824949,7
23010,20230131,4,5,13,18,27,29,12,2238420,7
23011,20230202,6,7,16,17,21,22,4,527774,6
23012,20230205,3,4,7,22,26,30,6,17885961,8
23013,20230207,6,10,14,22,23,33,13,4841822,7
23014,20230209,6,7,18,23,27,30,5,10831293,8
23015,20230212,2,3,14,21,29,32,8,10950097,8
23016,20230214,14,16,19,23,28,30,3,38857850,8
23017,20230216,5,11,18,20,26,28,12,8032841,7
23018,20230219,10,12,17,19,25,31,13,16099641,8
23019,20230221,6,12,26,28,29,32,15,6975425,7
23020,20230223,1,12,17,18,26,27,5,19330403,8
23021,20230226,2,5,6,19,21,27,4,17180697,8
23022,20230228,10,11,18,19,23,31,3,9457745,7
23023,20230302,5,8,10,15,24,25,9,839808,6
23024,20230305,3,6,9,17,27,28,3,1630836,7
23025,20230307,4,16,20,21,31,32,14,9748510,7
23026,20230309,1,18,26,30,31,33,3,41714673,8
23027,20230312,8,10,22,27,32,33,8,5287862,7
23028,20230314,5,7,10,17,20,22,14,5932562,7
23029,20230316,3,7,12,24,28,33,8,5478043,7
23030,20230319,2,3,7,16,30,31,6,12041479,8
23031,20230321,7,14,27,29,31,33,5,24244033,8
23032,20230323,6,19,20,26,28,33,1,16617046,8
23033,20230326,8,9,13,23,24,26,5,17212840,8
23034,20230328,2,3,9,11,12,17,15,5455411,7
23035,20230330,1,4,9,10,20,33,6,21267926,8
23036,20230402,13,14,18,19,24,30,9,1765863,7
23037,20230404,8,23,25,26,29,31,12,39445733,8
23038,20230406,2,9,14,17,31,33,8,2374486,7
23039,20230409,2,3,9,13,19,28,9,6311609,7
23040,20230411,9,16,17,24,29,31,8,22058896,8
23041,20230413,1,6,12,13,15,24,6,14764656,8
23042,20230416,10,17,20,23,27,30,10,19325364,8
23043,20230418,5,8,12,20,24,28,10,1529393,7
23044,20230420,2,8,15,22,24,26,16,5256961,7
23045,20230423,3,6,12,21,27,28,4,1862,4
23046,20230425,6,8,17,25,26,28,3,14072701,8
23047,20230427,5,7,14,23,31,33,7,1055350,7
23048,20230430,2,3,10,24,28,30,8,23741337,8
23049,20230502,5,7,14,23,25,27,2,33478403,8
23050,20230504,2,7,9,14,22,23,5,19699465,8
23051,20230507,22,26,29,30,32,33,14,3168221,7
23052,20230509,3,4,5,8,12,17,6,9241227,7
23053,20230511,1,7,14,20,27,30,15,2248870,7
23054,20230514,5,6,9,10,15,26,12,8942902,7
23055,20230516,3,4,20,23,27,32,13,10877622,8
23056,20230518,8,14,15,18,23,33,8,1329662,7
23057,20230521,2,5,10,17,24,32,3,265487,6
23058,20230523,10,17,22,26,30,33,11,3395162,7
23059,20230525,2,6,13,22,27,32,6,25095530,8
23060,20230528,9,11,17,19,30,31,11,1506510,7
23061,20230530,1,4,6,11,12,22,15,31845218,8
23062,20230601,11,19,23,24,26,33,15,15350069,8
23063,20230604,4,8,17,20,22,27,13,40184,5
23064,20230606,1,7,11,12,16,18,4,75771279,8
23065,20230608,2,14,17,20,26,33,14,25807857,8
23066,20230611,2,7,8,10,26,31,6,35772236,8
23067,20230613,1,3,12,19,28,32,14,9962055,7
23068,20230615,11,12,15,18,29,33,2,4794672,7
23069,20230618,12,14,17,20,21,26,2,18927078,8
23070,20230620,3,5,25,31,32,33,4,2165790,7
23071,20230622,5,12,15,19,24,26,6,8451574,7
23072,20230625,2,6,10,24,25,33,9,9181108,7
23073,20230627,1,3,15,16,25,32,10,16550243,8
23074,20230629,2,8,9,18,19,21,3,32938142,8
23075,20230702,13,15,24,28,30,31,1,12361146,8
23076,20230704,03,04,15,18,19,22,09,7081158,7
23077,20230706,07,09,14,22,26,27,01,1118904,7
23078,20230709,06,08,14,19,30,31,08,51878315,8
