日期,科室,就诊量
20071023,皮肤科,16
20071025,内科,3
20071025,外科,5
20071025,儿科,18
20071025,妇产科,20
20071025,骨科,27
20071025,口腔科,33
20071025,皮肤科,1
20071028,内科,9
20071028,外科,10
20071028,儿科,19
20071028,妇产科,23
20071028,骨科,26
20071028,口腔科,31
20071028,皮肤科,9
20071030,内科,6
20071030,外科,9
20071030,儿科,13
20071030,妇产科,16
20071030,骨科,24
20071030,口腔科,28
20071030,皮肤科,11
20071101,内科,9
20071101,外科,10
20071101,儿科,19
20071101,妇产科,21
20071101,骨科,27
20071101,口腔科,31
20071101,皮肤科,5
20071104,内科,5
20071104,外科,7
20071104,儿科,20
20071104,妇产科,21
20071104,骨科,22
20071104,口腔科,30
20071104,皮肤科,8
20071106,内科,3
20071106,外科,5
20071106,儿科,9
20071106,妇产科,11
20071106,骨科,27
20071106,口腔科,31
20071106,皮肤科,4
20071108,内科,3
20071108,外科,5
20071108,儿科,7
20071108,妇产科,16
20071108,骨科,22
20071108,口腔科,27
20071108,皮肤科,5
20071111,内科,1
20071111,外科,9
20071111,儿科,16
20071111,妇产科,21
20071111,骨科,22
20071111,口腔科,23
20071111,皮肤科,5
20071113,内科,3
20071113,外科,6
20071113,儿科,7
20071113,妇产科,11
20071113,骨科,13
20071113,口腔科,33
20071113,皮肤科,10
20071115,内科,1
20071115,外科,4
20071115,儿科,10
20071115,妇产科,13
20071115,骨科,18
20071115,口腔科,25
20071115,皮肤科,15
20071118,内科,1
20071118,外科,11
20071118,儿科,16
20071118,妇产科,26
20071118,骨科,31
20071118,口腔科,33
20071118,皮肤科,16
20071120,内科,1
20071120,外科,2
20071120,儿科,18
20071120,妇产科,21
20071120,骨科,25
20071120,口腔科,29
20071120,皮肤科,14
20071122,内科,3
20071122,外科,7
20071122,儿科,8
20071122,妇产科,18
20071122,骨科,20
20071122,口腔科,22
20071122,皮肤科,3
20071125,内科,2
20071125,外科,3
20071125,儿科,15
20071125,妇产科,17
20071125,骨科,19
20071125,口腔科,25
20071125,皮肤科,16
20071127,内科,6
20071127,外科,10
20071127,儿科,12
20071127,妇产科,14
20071127,骨科,16
20071127,口腔科,22
20071127,皮肤科,6
20071129,内科,1
20071129,外科,5
20071129,儿科,16
20071129,妇产科,21
20071129,骨科,22
20071129,口腔科,26
20071129,皮肤科,11
20071202,内科,2
20071202,外科,3
20071202,儿科,4
20071202,妇产科,6
20071202,骨科,17
20071202,口腔科,31
20071202,皮肤科,8
20071204,内科,11
20071204,外科,20
20071204,儿科,25
20071204,妇产科,26
20071204,骨科,27
20071204,口腔科,30
20071204,皮肤科,8
20071206,内科,1
20071206,外科,6
20071206,儿科,22
20071206,妇产科,23
20071206,骨科,24
20071206,口腔科,26
20071206,皮肤科,4
20071209,内科,8
20071209,外科,14
20071209,儿科,23
20071209,妇产科,25
20071209,骨科,28
20071209,口腔科,32
20071209,皮肤科,16
20071211,内科,8
20071211,外科,9
20071211,儿科,11
20071211,妇产科,12
20071211,骨科,25
20071211,口腔科,31
20071211,皮肤科,11
20071213,内科,4
20071213,外科,18
20071213,儿科,22
20071213,妇产科,24
20071213,骨科,26
20071213,口腔科,30
20071213,皮肤科,9
20071216,内科,3
20071216,外科,7
20071216,儿科,18
20071216,妇产科,24
20071216,骨科,26
20071216,口腔科,27
20071216,皮肤科,4
20071218,内科,3
20071218,外科,9
20071218,儿科,16
20071218,妇产科,17
20071218,骨科,23
20071218,口腔科,28
20071218,皮肤科,7
20071220,内科,1
20071220,外科,17
20071220,儿科,19
20071220,妇产科,22
20071220,骨科,28
20071220,口腔科,30
20071220,皮肤科,3
20071223,内科,3
20071223,外科,5
20071223,儿科,11
20071223,妇产科,13
20071223,骨科,19
20071223,口腔科,24
20071223,皮肤科,5
20071225,内科,1
20071225,外科,6
20071225,儿科,10
20071225,妇产科,11
20071225,骨科,23
20071225,口腔科,25
20071225,皮肤科,2
20071227,内科,11
20071227,外科,17
20071227,儿科,21
20071227,妇产科,29
20071227,骨科,30
20071227,口腔科,33
20071227,皮肤科,8
20071230,内科,1
20071230,外科,4
20071230,儿科,19
20071230,妇产科,20
20071230,骨科,25
20071230,口腔科,31
20071230,皮肤科,15
20080101,内科,2
20080101,外科,4
20080101,儿科,7
20080101,妇产科,9
20080101,骨科,14
20080101,口腔科,29
20080101,皮肤科,3
20080103,内科,3
20080103,外科,4
20080103,儿科,18
20080103,妇产科,22
20080103,骨科,25
20080103,口腔科,29
20080103,皮肤科,9
20080106,内科,6
20080106,外科,8
20080106,儿科,11
20080106,妇产科,13
20080106,骨科,17
20080106,口腔科,19
20080106,皮肤科,12
20080108,内科,4
20080108,外科,8
20080108,儿科,22
20080108,妇产科,23
20080108,骨科,27
20080108,口腔科,29
20080108,皮肤科,8
20080110,内科,3
20080110,外科,5
20080110,儿科,15
20080110,妇产科,22
20080110,骨科,24
20080110,口腔科,25
20080110,皮肤科,15
20080113,内科,1
20080113,外科,14
20080113,儿科,16
20080113,妇产科,18
20080113,骨科,22
20080113,口腔科,27
20080113,皮肤科,14
20080115,内科,1
20080115,外科,13
20080115,儿科,17
20080115,妇产科,22
20080115,骨科,23
20080115,口腔科,30
20080115,皮肤科,11
20080117,内科,2
20080117,外科,15
20080117,儿科,16
20080117,妇产科,23
20080117,骨科,26
20080117,口腔科,27
20080117,皮肤科,7
20080120,内科,9
20080120,外科,21
20080120,儿科,29
20080120,妇产科,30
20080120,骨科,31
20080120,口腔科,32
20080120,皮肤科,16
20080122,内科,3
20080122,外科,8
20080122,儿科,11
20080122,妇产科,17
20080122,骨科,21
20080122,口腔科,27
20080122,皮肤科,9
20080124,内科,2
20080124,外科,14
20080124,儿科,17
20080124,妇产科,21
20080124,骨科,30
20080124,口腔科,32
20080124,皮肤科,3
20080127,内科,3
20080127,外科,4
20080127,儿科,5
20080127,妇产科,16
20080127,骨科,20
20080127,口腔科,30
20080127,皮肤科,13
20080129,内科,2
20080129,外科,8
20080129,儿科,15
20080129,妇产科,16
20080129,骨科,22
20080129,口腔科,28
20080129,皮肤科,10
20080131,内科,3
20080131,外科,9
20080131,儿科,11
20080131,妇产科,17
20080131,骨科,21
20080131,口腔科,31
20080131,皮肤科,14
20080203,内科,6
20080203,外科,8
20080203,儿科,11
20080203,妇产科,16
20080203,骨科,29
20080203,口腔科,33
20080203,皮肤科,3
20080205,内科,3
20080205,外科,12
20080205,儿科,14
20080205,妇产科,21
20080205,骨科,29
20080205,口腔科,33
20080205,皮肤科,13
20080214,内科,2
20080214,外科,5
20080214,儿科,7
20080214,妇产科,17
20080214,骨科,20
20080214,口腔科,22
20080214,皮肤科,2
20080217,内科,2
20080217,外科,5
20080217,儿科,6
20080217,妇产科,23
20080217,骨科,26
20080217,口腔科,33
20080217,皮肤科,13
20080219,内科,2
20080219,外科,9
20080219,儿科,11
20080219,妇产科,17
20080219,骨科,27
20080219,口腔科,31
20080219,皮肤科,5
20080221,内科,3
20080221,外科,10
20080221,儿科,13
20080221,妇产科,15
20080221,骨科,28
20080221,口腔科,30
20080221,皮肤科,3
20080224,内科,9
20080224,外科,12
20080224,儿科,19
20080224,妇产科,20
20080224,骨科,26
20080224,口腔科,28
20080224,皮肤科,15
20080226,内科,12
20080226,外科,18
20080226,儿科,20
20080226,妇产科,24
20080226,骨科,28
20080226,口腔科,32
20080226,皮肤科,5
20080228,内科,8
20080228,外科,16
20080228,儿科,18
20080228,妇产科,25
20080228,骨科,26
20080228,口腔科,32
20080228,皮肤科,2
20080302,内科,11
20080302,外科,20
20080302,儿科,21
20080302,妇产科,26
20080302,骨科,28
20080302,口腔科,30
20080302,皮肤科,13
20080304,内科,8
20080304,外科,16
20080304,儿科,17
20080304,妇产科,18
20080304,骨科,19
20080304,口腔科,21
20080304,皮肤科,14
20080306,内科,5
20080306,外科,17
20080306,儿科,19
20080306,妇产科,27
20080306,骨科,29
20080306,口腔科,32
20080306,皮肤科,3
20080309,内科,15
20080309,外科,18
20080309,儿科,19
20080309,妇产科,23
20080309,骨科,24
20080309,口腔科,26
20080309,皮肤科,13
20080311,内科,1
20080311,外科,13
20080311,儿科,21
20080311,妇产科,26
20080311,骨科,29
20080311,口腔科,32
20080311,皮肤科,10
20080313,内科,1
20080313,外科,9
20080313,儿科,14
20080313,妇产科,22
20080313,骨科,29
20080313,口腔科,32
20080313,皮肤科,12
20080316,内科,6
20080316,外科,15
20080316,儿科,18
20080316,妇产科,19
20080316,骨科,20
20080316,口腔科,28
20080316,皮肤科,11
20080318,内科,3
20080318,外科,6
20080318,儿科,11
20080318,妇产科,15
20080318,骨科,21
20080318,口腔科,31
20080318,皮肤科,13
20080320,内科,5
20080320,外科,14
20080320,儿科,16
20080320,妇产科,21
20080320,骨科,23
20080320,口腔科,28
20080320,皮肤科,13
20080323,内科,12
20080323,外科,17
20080323,儿科,18
20080323,妇产科,30
20080323,骨科,31
20080323,口腔科,33
20080323,皮肤科,4
20080325,内科,3
20080325,外科,5
20080325,儿科,9
20080325,妇产科,11
20080325,骨科,21
20080325,口腔科,29
20080325,皮肤科,9
20080327,内科,7
20080327,外科,11
20080327,儿科,14
20080327,妇产科,17
20080327,骨科,18
20080327,口腔科,29
20080327,皮肤科,16
20080330,内科,2
20080330,外科,6
20080330,儿科,13
20080330,妇产科,18
20080330,骨科,23
20080330,口腔科,28
20080330,皮肤科,16
20080401,内科,1
20080401,外科,12
20080401,儿科,22
20080401,妇产科,24
20080401,骨科,28
20080401,口腔科,31
20080401,皮肤科,6
20080403,内科,3
20080403,外科,9
20080403,儿科,10
20080403,妇产科,11
20080403,骨科,15
20080403,口腔科,19
20080403,皮肤科,13
20080406,内科,1
20080406,外科,7
20080406,儿科,10
20080406,妇产科,13
20080406,骨科,22
20080406,口腔科,29
20080406,皮肤科,1
20080408,内科,6
20080408,外科,13
20080408,儿科,22
20080408,妇产科,25
20080408,骨科,27
20080408,口腔科,28
20080408,皮肤科,9
20080410,内科,8
20080410,外科,11
20080410,儿科,20
20080410,妇产科,22
20080410,骨科,23
20080410,口腔科,27
20080410,皮肤科,4
20080413,内科,3
20080413,外科,4
20080413,儿科,9
20080413,妇产科,11
20080413,骨科,12
20080413,口腔科,24
20080413,皮肤科,1
20080415,内科,3
20080415,外科,10
20080415,儿科,16
20080415,妇产科,22
20080415,骨科,27
20080415,口腔科,33
20080415,皮肤科,14
20080417,内科,5
20080417,外科,7
20080417,儿科,9
20080417,妇产科,20
20080417,骨科,26
20080417,口腔科,29
20080417,皮肤科,9
20080420,内科,1
20080420,外科,10
20080420,儿科,13
20080420,妇产科,21
20080420,骨科,29
20080420,口腔科,32
20080420,皮肤科,4
20080422,内科,15
20080422,外科,16
20080422,儿科,18
20080422,妇产科,24
20080422,骨科,28
20080422,口腔科,33
20080422,皮肤科,15
20080424,内科,9
20080424,外科,12
20080424,儿科,13
20080424,妇产科,14
20080424,骨科,20
20080424,口腔科,22
20080424,皮肤科,10
20080427,内科,11
20080427,外科,18
20080427,儿科,21
20080427,妇产科,27
20080427,骨科,30
20080427,口腔科,32
20080427,皮肤科,1
20080429,内科,3
20080429,外科,10
20080429,儿科,12
20080429,妇产科,13
20080429,骨科,19
20080429,口腔科,25
20080429,皮肤科,4
20080501,内科,1
20080501,外科,11
20080501,儿科,19
20080501,妇产科,24
20080501,骨科,26
20080501,口腔科,27
20080501,皮肤科,3
20080504,内科,1
20080504,外科,4
20080504,儿科,8
20080504,妇产科,10
20080504,骨科,13
20080504,口腔科,33
20080504,皮肤科,11
20080506,内科,2
20080506,外科,10
20080506,儿科,17
20080506,妇产科,23
20080506,骨科,29
20080506,口腔科,31
20080506,皮肤科,10
20080508,内科,6
20080508,外科,12
20080508,儿科,19
20080508,妇产科,20
20080508,骨科,21
20080508,口腔科,27
20080508,皮肤科,4
20080511,内科,2
20080511,外科,6
20080511,儿科,16
20080511,妇产科,17
20080511,骨科,20
20080511,口腔科,25
20080511,皮肤科,7
20080513,内科,11
20080513,外科,16
20080513,儿科,19
20080513,妇产科,23
20080513,骨科,26
20080513,口腔科,31
20080513,皮肤科,4
20080515,内科,8
20080515,外科,13
20080515,儿科,22
20080515,妇产科,23
20080515,骨科,25
20080515,口腔科,30
20080515,皮肤科,7
20080518,内科,19
20080518,外科,20
20080518,儿科,21
20080518,妇产科,26
20080518,骨科,28
20080518,口腔科,30
20080518,皮肤科,8
20080520,内科,1
20080520,外科,12
20080520,儿科,21
20080520,妇产科,27
20080520,骨科,29
20080520,口腔科,31
20080520,皮肤科,11
20080522,内科,2
20080522,外科,6
20080522,儿科,15
20080522,妇产科,29
20080522,骨科,31
20080522,口腔科,32
20080522,皮肤科,16
20080525,内科,6
20080525,外科,7
20080525,儿科,8
20080525,妇产科,17
20080525,骨科,30
20080525,口腔科,32
20080525,皮肤科,3
20080527,内科,1
20080527,外科,2
20080527,儿科,5
20080527,妇产科,12
20080527,骨科,26
20080527,口腔科,31
20080527,皮肤科,6
20080529,内科,6
20080529,外科,8
20080529,儿科,13
20080529,妇产科,17
20080529,骨科,24
20080529,口腔科,27
20080529,皮肤科,15
20080601,内科,5
20080601,外科,9
20080601,儿科,11
20080601,妇产科,14
20080601,骨科,16
20080601,口腔科,17
20080601,皮肤科,15
20080603,内科,1
20080603,外科,2
20080603,儿科,7
20080603,妇产科,9
20080603,骨科,12
20080603,口腔科,18
20080603,皮肤科,12
20080605,内科,5
20080605,外科,13
20080605,儿科,15
20080605,妇产科,19
20080605,骨科,30
20080605,口腔科,31
20080605,皮肤科,5
20080608,内科,7
20080608,外科,12
20080608,儿科,21
20080608,妇产科,22
20080608,骨科,29
20080608,口腔科,30
20080608,皮肤科,8
20080610,内科,10
20080610,外科,11
20080610,儿科,15
20080610,妇产科,19
20080610,骨科,26
20080610,口腔科,33
20080610,皮肤科,13
20080612,内科,5
20080612,外科,7
20080612,儿科,17
20080612,妇产科,23
20080612,骨科,27
20080612,口腔科,29
20080612,皮肤科,7
20080615,内科,5
20080615,外科,8
20080615,儿科,17
20080615,妇产科,20
20080615,骨科,26
20080615,口腔科,30
20080615,皮肤科,10
20080617,内科,5
20080617,外科,6
20080617,儿科,12
20080617,妇产科,15
20080617,骨科,18
20080617,口腔科,33
20080617,皮肤科,13
20080619,内科,1
20080619,外科,6
20080619,儿科,21
20080619,妇产科,26
20080619,骨科,27
20080619,口腔科,28
20080619,皮肤科,9
20080622,内科,1
20080622,外科,5
20080622,儿科,10
20080622,妇产科,18
20080622,骨科,22
20080622,口腔科,30
20080622,皮肤科,9
20080624,内科,1
20080624,外科,9
20080624,儿科,13
20080624,妇产科,22
20080624,骨科,28
20080624,口腔科,33
20080624,皮肤科,8
20080626,内科,1
20080626,外科,11
20080626,儿科,15
20080626,妇产科,19
20080626,骨科,20
20080626,口腔科,24
20080626,皮肤科,9
20080629,内科,1
20080629,外科,8
20080629,儿科,14
20080629,妇产科,18
20080629,骨科,22
20080629,口腔科,30
20080629,皮肤科,3
20080701,内科,2
20080701,外科,5
20080701,儿科,7
20080701,妇产科,11
20080701,骨科,13
20080701,口腔科,18
20080701,皮肤科,11
20080703,内科,4
20080703,外科,12
20080703,儿科,22
20080703,妇产科,26
20080703,骨科,30
20080703,口腔科,33
20080703,皮肤科,9
20080706,内科,6
20080706,外科,13
20080706,儿科,16
20080706,妇产科,26
20080706,骨科,30
20080706,口腔科,33
20080706,皮肤科,1
20080708,内科,3
20080708,外科,4
20080708,儿科,5
20080708,妇产科,10
20080708,骨科,20
20080708,口腔科,32
20080708,皮肤科,9
20080710,内科,4
20080710,外科,14
20080710,儿科,22
20080710,妇产科,25
20080710,骨科,29
20080710,口腔科,32
20080710,皮肤科,14
20080713,内科,2
20080713,外科,12
20080713,儿科,13
20080713,妇产科,18
20080713,骨科,25
20080713,口腔科,31
20080713,皮肤科,4
20080715,内科,4
20080715,外科,8
20080715,儿科,10
20080715,妇产科,12
20080715,骨科,21
20080715,口腔科,26
20080715,皮肤科,9
20080717,内科,7
20080717,外科,8
20080717,儿科,9
20080717,妇产科,18
20080717,骨科,29
20080717,口腔科,32
20080717,皮肤科,9
20080720,内科,4
20080720,外科,7
